id,customer_id,amount,billing_cycle,next_payment_date,status,payment_method,failure_reason,retry_count,created_at,expected_recovery_action,expected_outcome,recoverable,expected_amount_recovered
SUB00340,CUST00165,2733.66,monthly,,PAUSED,CARD,,0,2025-03-05 19:15:52,NONE,PAUSED,False,0
SUB00341,CUST00289,1181.35,quarterly,2026-09-14,ACTIVE,NETBANKING,,0,2026-01-19 13:47:36,NONE,ALREADY_SUCCESSFUL,False,0
SUB00342,CUST00777,3247.76,monthly,2026-09-05,ACTIVE,UPI,,0,2024-11-06 14:20:04,NONE,ALREADY_SUCCESSFUL,False,0
SUB00343,CUST00996,3080.58,quarterly,2026-08-18,PAST_DUE,WALLET,EXPIRED_CARD,1,2024-11-21 05:54:14,SEND_PAYMENT_LINK,RECOVERED,True,3080.58
SUB00344,CUST00460,662.48,quarterly,,CANCELLED,UPI,,0,2024-10-03 22:37:48,NONE,STOPPED,False,0
SUB00345,CUST00411,3657.65,monthly,2026-09-13,ACTIVE,UPI,,0,2024-12-18 22:54:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00346,CUST00427,2603.66,monthly,2026-09-15,ACTIVE,NETBANKING,,0,2025-01-20 03:14:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00347,CUST00560,965.29,monthly,2026-07-19,PAST_DUE,UPI,EXPIRED_CARD,1,2026-07-18 01:13:35,SEND_PAYMENT_LINK,RECOVERED,True,965.29
SUB00348,CUST00664,3014.34,monthly,2026-09-18,ACTIVE,UPI,,0,2025-04-07 23:23:12,NONE,ALREADY_SUCCESSFUL,False,0
SUB00349,CUST00486,3361.51,quarterly,2026-09-09,ACTIVE,UPI,,0,2025-04-01 21:04:33,NONE,ALREADY_SUCCESSFUL,False,0
SUB00350,CUST00585,4412.05,monthly,2026-09-10,ACTIVE,WALLET,,0,2024-12-16 06:07:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00351,CUST00119,805.68,monthly,2026-08-31,ACTIVE,NETBANKING,,0,2025-04-02 07:58:23,NONE,ALREADY_SUCCESSFUL,False,0
SUB00352,CUST00360,2954.27,monthly,2026-09-20,ACTIVE,NETBANKING,,0,2025-07-02 05:12:06,NONE,ALREADY_SUCCESSFUL,False,0
SUB00353,CUST00246,4353.35,monthly,2026-09-01,ACTIVE,CARD,,0,2024-11-29 02:34:07,NONE,ALREADY_SUCCESSFUL,False,0
SUB00354,CUST00479,4481.02,monthly,2026-09-21,ACTIVE,WALLET,,0,2025-04-13 00:56:38,NONE,ALREADY_SUCCESSFUL,False,0
SUB00355,CUST00962,4700.45,annual,2026-08-31,ACTIVE,CARD,,0,2026-05-21 15:09:40,NONE,ALREADY_SUCCESSFUL,False,0
SUB00356,CUST00368,705.71,monthly,2026-09-05,ACTIVE,WALLET,,0,2024-09-23 01:26:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00357,CUST00163,3923.72,monthly,2026-09-24,ACTIVE,NETBANKING,,0,2025-01-18 14:28:34,NONE,ALREADY_SUCCESSFUL,False,0
SUB00358,CUST00307,4394.8,monthly,2026-09-11,ACTIVE,UPI,,0,2025-03-08 11:50:17,NONE,ALREADY_SUCCESSFUL,False,0
SUB00359,CUST00970,4500.87,monthly,2026-08-28,ACTIVE,WALLET,,0,2025-06-02 20:55:17,NONE,ALREADY_SUCCESSFUL,False,0
SUB00360,CUST00999,3650.59,quarterly,2026-09-12,ACTIVE,WALLET,,0,2026-03-18 23:46:30,NONE,ALREADY_SUCCESSFUL,False,0
SUB00361,CUST00726,2592.78,quarterly,2026-09-02,ACTIVE,CARD,,0,2026-06-12 05:50:29,NONE,ALREADY_SUCCESSFUL,False,0
SUB00362,CUST00593,1001.96,monthly,2026-09-10,ACTIVE,CARD,,0,2026-05-20 21:29:01,NONE,ALREADY_SUCCESSFUL,False,0
SUB00363,CUST00184,3334.42,monthly,2026-09-02,ACTIVE,WALLET,,0,2025-05-06 00:44:39,NONE,ALREADY_SUCCESSFUL,False,0
SUB00364,CUST00397,2077.4,quarterly,2026-09-19,ACTIVE,WALLET,,0,2026-04-05 23:23:16,NONE,ALREADY_SUCCESSFUL,False,0
SUB00365,CUST00816,3985.97,quarterly,2026-09-22,ACTIVE,NETBANKING,,0,2024-09-09 20:08:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00366,CUST00893,2442.56,annual,2026-09-04,ACTIVE,UPI,,0,2026-04-22 21:04:41,NONE,ALREADY_SUCCESSFUL,False,0
SUB00367,CUST00267,1021.54,quarterly,2026-07-26,PAST_DUE,NETBANKING,TEMPORARY_DECLINE,0,2025-10-07 07:20:04,RETRY_PAYMENT,RECOVERED,True,1021.54
SUB00368,CUST00688,3128.87,quarterly,2026-08-07,PAST_DUE,CARD,INSUFFICIENT_FUNDS,2,2026-02-22 02:39:55,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00369,CUST00468,427.25,monthly,2026-07-12,PAST_DUE,CARD,TEMPORARY_DECLINE,2,2024-12-17 23:19:43,RETRY_PAYMENT,RECOVERED,True,427.25
SUB00370,CUST00249,1692.62,monthly,2026-09-12,ACTIVE,NETBANKING,,0,2026-02-02 16:05:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00371,CUST00739,678.48,monthly,2026-09-24,ACTIVE,UPI,,0,2024-10-05 10:46:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00372,CUST00276,3030.84,quarterly,2026-08-17,PAST_DUE,UPI,TEMPORARY_DECLINE,2,2025-04-06 15:58:17,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00373,CUST00933,317.59,monthly,2026-08-08,PAST_DUE,CARD,TEMPORARY_DECLINE,0,2024-11-29 08:56:59,RETRY_PAYMENT,RECOVERED,True,317.59
SUB00374,CUST00333,3018.33,monthly,2026-08-22,PAST_DUE,CARD,TEMPORARY_DECLINE,0,2025-12-09 01:07:17,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00375,CUST00759,1223.98,monthly,2026-08-27,ACTIVE,NETBANKING,,0,2026-02-06 14:22:50,NONE,ALREADY_SUCCESSFUL,False,0
SUB00376,CUST00255,2117.96,monthly,2026-09-04,ACTIVE,WALLET,,0,2024-09-11 01:07:11,NONE,ALREADY_SUCCESSFUL,False,0
SUB00377,CUST00708,1186.77,monthly,,CANCELLED,WALLET,,0,2024-09-10 11:55:12,NONE,STOPPED,False,0
SUB00378,CUST00057,313.86,monthly,2026-09-24,ACTIVE,WALLET,,0,2025-07-01 04:01:10,NONE,ALREADY_SUCCESSFUL,False,0
SUB00379,CUST00642,619.71,quarterly,,CANCELLED,NETBANKING,,0,2026-01-19 12:04:11,NONE,STOPPED,False,0
SUB00380,CUST00801,873.65,monthly,2026-08-23,PAST_DUE,UPI,EXPIRED_CARD,2,2025-06-27 17:10:42,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00381,CUST00782,881.42,quarterly,2026-08-17,PAST_DUE,NETBANKING,EXPIRED_CARD,1,2024-12-31 00:10:19,SEND_PAYMENT_LINK,RECOVERED,True,881.42
SUB00382,CUST00137,4677.4,monthly,2026-08-12,PAST_DUE,NETBANKING,PAYMENT_METHOD_REMOVED,4,2025-07-12 03:20:41,ESCALATE,NOT_RECOVERED,False,0
SUB00383,CUST00007,1802.32,monthly,2026-09-07,ACTIVE,WALLET,,0,2024-10-26 20:23:06,NONE,ALREADY_SUCCESSFUL,False,0
SUB00384,CUST00005,3457.24,monthly,2026-09-21,ACTIVE,UPI,,0,2025-06-21 02:10:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00385,CUST00294,3378.48,monthly,2026-09-03,ACTIVE,UPI,,0,2025-06-14 09:39:57,NONE,ALREADY_SUCCESSFUL,False,0
SUB00386,CUST00298,769.28,monthly,2026-08-28,ACTIVE,UPI,,0,2025-06-12 14:40:46,NONE,ALREADY_SUCCESSFUL,False,0
SUB00387,CUST00221,1962.4,quarterly,2026-09-25,ACTIVE,NETBANKING,,0,2026-03-26 14:22:10,NONE,ALREADY_SUCCESSFUL,False,0
SUB00388,CUST00406,2712.88,monthly,2026-09-19,ACTIVE,NETBANKING,,0,2025-03-16 21:47:28,NONE,ALREADY_SUCCESSFUL,False,0
SUB00389,CUST00287,2492.84,annual,2026-09-20,ACTIVE,UPI,,0,2025-10-03 05:32:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00390,CUST00508,513.35,quarterly,2026-09-13,ACTIVE,WALLET,,0,2026-06-08 12:30:42,NONE,ALREADY_SUCCESSFUL,False,0
SUB00391,CUST00199,4207.7,monthly,2026-09-20,ACTIVE,UPI,,0,2025-09-25 22:01:59,NONE,ALREADY_SUCCESSFUL,False,0
SUB00392,CUST00499,1015.91,annual,2026-09-22,ACTIVE,NETBANKING,,0,2026-02-22 23:00:10,NONE,ALREADY_SUCCESSFUL,False,0
SUB00393,CUST00465,3022.14,monthly,2026-09-25,ACTIVE,UPI,,0,2025-07-12 23:43:16,NONE,ALREADY_SUCCESSFUL,False,0
SUB00394,CUST00750,4694.36,quarterly,2026-09-25,ACTIVE,UPI,,0,2024-10-12 11:28:54,NONE,ALREADY_SUCCESSFUL,False,0
SUB00395,CUST00915,306.86,annual,2026-09-12,ACTIVE,CARD,,0,2026-06-14 06:22:44,NONE,ALREADY_SUCCESSFUL,False,0
SUB00396,CUST00258,771.79,quarterly,2026-09-12,ACTIVE,CARD,,0,2025-02-10 20:32:30,NONE,ALREADY_SUCCESSFUL,False,0
SUB00397,CUST00229,413.75,quarterly,2026-08-29,ACTIVE,UPI,,0,2026-07-10 20:06:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00398,CUST00971,2786.77,monthly,2026-09-11,ACTIVE,CARD,,0,2024-11-15 20:43:38,NONE,ALREADY_SUCCESSFUL,False,0
SUB00399,CUST00588,971.17,monthly,,CANCELLED,UPI,,0,2024-11-04 21:47:47,NONE,STOPPED,False,0
SUB00400,CUST00812,4584.64,quarterly,2026-09-10,ACTIVE,WALLET,,0,2025-10-07 08:33:28,NONE,ALREADY_SUCCESSFUL,False,0
SUB00401,CUST00117,2151.0,monthly,2026-09-18,ACTIVE,NETBANKING,,0,2026-02-25 19:05:10,NONE,ALREADY_SUCCESSFUL,False,0
SUB00402,CUST00784,671.99,quarterly,,PAUSED,UPI,,0,2025-11-22 05:42:49,NONE,PAUSED,False,0
SUB00403,CUST00336,1808.52,monthly,2026-08-29,ACTIVE,CARD,,0,2026-04-10 08:25:17,NONE,ALREADY_SUCCESSFUL,False,0
SUB00404,CUST00376,745.58,monthly,2026-08-28,ACTIVE,UPI,,0,2025-09-02 04:25:06,NONE,ALREADY_SUCCESSFUL,False,0
SUB00405,CUST00112,1894.26,annual,2026-09-17,ACTIVE,CARD,,0,2025-02-23 21:15:52,NONE,ALREADY_SUCCESSFUL,False,0
SUB00406,CUST00690,3771.49,monthly,2026-08-06,PAST_DUE,NETBANKING,INSUFFICIENT_FUNDS,0,2025-08-31 14:36:25,RETRY_PAYMENT,RECOVERED,True,3771.49
SUB00407,CUST00472,1922.88,annual,2026-09-14,ACTIVE,CARD,,0,2024-11-25 06:38:08,NONE,ALREADY_SUCCESSFUL,False,0
SUB00408,CUST00264,3913.94,annual,2026-09-05,ACTIVE,WALLET,,0,2025-03-20 06:17:10,NONE,ALREADY_SUCCESSFUL,False,0
SUB00409,CUST00853,4767.55,monthly,2026-08-18,PAST_DUE,CARD,TEMPORARY_DECLINE,0,2026-07-13 15:36:16,RETRY_PAYMENT,RECOVERED,True,4767.55
SUB00410,CUST00479,748.48,monthly,2026-08-28,ACTIVE,UPI,,0,2026-05-05 08:01:11,NONE,ALREADY_SUCCESSFUL,False,0
SUB00411,CUST00439,3782.12,monthly,2026-09-04,ACTIVE,CARD,,0,2025-12-07 22:36:59,NONE,ALREADY_SUCCESSFUL,False,0
SUB00412,CUST00643,435.19,monthly,2026-09-25,ACTIVE,NETBANKING,,0,2025-10-15 04:52:43,NONE,ALREADY_SUCCESSFUL,False,0
SUB00413,CUST00155,774.08,annual,,CANCELLED,UPI,,0,2025-12-31 16:03:18,NONE,STOPPED,False,0
SUB00414,CUST00572,1312.63,monthly,2026-09-22,ACTIVE,CARD,,0,2025-07-04 11:27:15,NONE,ALREADY_SUCCESSFUL,False,0
SUB00415,CUST00953,445.18,monthly,,CANCELLED,WALLET,,0,2026-05-21 08:11:58,NONE,STOPPED,False,0
SUB00416,CUST00295,3558.81,monthly,2026-09-07,ACTIVE,NETBANKING,,0,2025-05-07 20:40:53,NONE,ALREADY_SUCCESSFUL,False,0
SUB00417,CUST00867,3829.65,monthly,2026-09-07,ACTIVE,CARD,,0,2025-05-18 18:19:17,NONE,ALREADY_SUCCESSFUL,False,0
SUB00418,CUST00620,739.7,annual,2026-09-02,ACTIVE,NETBANKING,,0,2024-09-04 07:09:20,NONE,ALREADY_SUCCESSFUL,False,0
SUB00419,CUST00681,1402.21,annual,2026-08-28,ACTIVE,NETBANKING,,0,2025-04-15 19:11:42,NONE,ALREADY_SUCCESSFUL,False,0
SUB00420,CUST00279,915.33,monthly,,CANCELLED,WALLET,,0,2025-04-24 17:19:37,NONE,STOPPED,False,0
SUB00421,CUST00671,4034.61,monthly,,CANCELLED,CARD,,0,2025-12-18 19:26:44,NONE,STOPPED,False,0
SUB00422,CUST00179,1261.59,quarterly,2026-09-15,ACTIVE,UPI,,0,2025-09-26 10:49:08,NONE,ALREADY_SUCCESSFUL,False,0
SUB00423,CUST00884,2227.55,quarterly,2026-08-04,PAST_DUE,NETBANKING,PAYMENT_METHOD_REMOVED,3,2025-07-04 20:50:55,ESCALATE,NOT_RECOVERED,False,0
SUB00424,CUST00141,4264.45,monthly,,PAUSED,WALLET,,0,2026-01-19 19:33:57,NONE,PAUSED,False,0
SUB00425,CUST00575,2694.96,monthly,2026-08-27,ACTIVE,NETBANKING,,0,2026-02-05 15:35:16,NONE,ALREADY_SUCCESSFUL,False,0
SUB00426,CUST00545,837.32,monthly,2026-09-11,ACTIVE,WALLET,,0,2026-07-16 16:09:28,NONE,ALREADY_SUCCESSFUL,False,0
SUB00427,CUST00697,2563.99,monthly,2026-09-16,ACTIVE,CARD,,0,2025-09-14 12:18:56,NONE,ALREADY_SUCCESSFUL,False,0
SUB00428,CUST00400,2127.59,monthly,,CANCELLED,CARD,,0,2024-12-04 12:05:07,NONE,STOPPED,False,0
SUB00429,CUST00455,2582.79,monthly,2026-09-22,ACTIVE,UPI,,0,2026-03-07 20:07:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00430,CUST00351,4815.78,monthly,2026-09-16,ACTIVE,WALLET,,0,2025-02-05 05:11:06,NONE,ALREADY_SUCCESSFUL,False,0
SUB00431,CUST00699,3482.01,quarterly,2026-09-10,ACTIVE,UPI,,0,2025-09-08 00:36:01,NONE,ALREADY_SUCCESSFUL,False,0
SUB00432,CUST00794,1026.52,monthly,,PAUSED,WALLET,,0,2026-04-30 04:05:42,NONE,PAUSED,False,0
SUB00433,CUST00539,1882.11,monthly,2026-07-16,PAST_DUE,NETBANKING,EXPIRED_CARD,4,2025-11-21 03:48:09,ESCALATE,NOT_RECOVERED,False,0
SUB00434,CUST00333,1639.75,monthly,2026-08-29,ACTIVE,WALLET,,0,2024-12-23 01:06:02,NONE,ALREADY_SUCCESSFUL,False,0
SUB00435,CUST00948,4290.4,quarterly,2026-09-02,ACTIVE,NETBANKING,,0,2026-05-16 08:14:41,NONE,ALREADY_SUCCESSFUL,False,0
SUB00436,CUST00370,3666.96,monthly,2026-09-22,ACTIVE,WALLET,,0,2025-08-16 12:43:07,NONE,ALREADY_SUCCESSFUL,False,0
SUB00437,CUST00945,3079.65,monthly,2026-08-27,ACTIVE,UPI,,0,2025-07-15 23:45:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00438,CUST00653,1074.14,quarterly,,CANCELLED,WALLET,,0,2025-02-07 10:09:51,NONE,STOPPED,False,0
SUB00439,CUST00271,4489.09,quarterly,2026-09-08,ACTIVE,CARD,,0,2025-08-05 04:35:04,NONE,ALREADY_SUCCESSFUL,False,0
SUB00440,CUST00926,1615.13,annual,2026-09-22,ACTIVE,NETBANKING,,0,2025-03-30 00:59:23,NONE,ALREADY_SUCCESSFUL,False,0
SUB00441,CUST00702,4783.32,monthly,,CANCELLED,WALLET,,0,2025-12-28 01:47:38,NONE,STOPPED,False,0
SUB00442,CUST00222,3587.19,monthly,2026-09-24,ACTIVE,NETBANKING,,0,2025-06-04 16:08:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00443,CUST00553,992.74,annual,2026-09-08,ACTIVE,WALLET,,0,2026-02-03 09:04:58,NONE,ALREADY_SUCCESSFUL,False,0
SUB00444,CUST00468,3934.36,monthly,2026-09-11,ACTIVE,UPI,,0,2025-09-30 07:52:01,NONE,ALREADY_SUCCESSFUL,False,0
SUB00445,CUST00263,3246.78,monthly,2026-09-15,ACTIVE,UPI,,0,2025-10-04 10:37:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00446,CUST00529,3066.26,annual,2026-07-17,PAST_DUE,CARD,INSUFFICIENT_FUNDS,4,2026-07-15 22:27:08,ESCALATE,NOT_RECOVERED,False,0
SUB00447,CUST00502,2588.56,annual,2026-08-31,ACTIVE,UPI,,0,2026-06-13 13:33:18,NONE,ALREADY_SUCCESSFUL,False,0
SUB00448,CUST00953,2874.46,monthly,,CANCELLED,CARD,,0,2025-05-17 12:25:56,NONE,STOPPED,False,0
SUB00449,CUST00981,2024.72,monthly,2026-09-05,ACTIVE,CARD,,0,2025-05-12 12:27:34,NONE,ALREADY_SUCCESSFUL,False,0
SUB00450,CUST00862,1189.82,monthly,,CANCELLED,CARD,,0,2024-09-05 10:39:28,NONE,STOPPED,False,0
SUB00451,CUST00649,3604.59,monthly,2026-09-20,ACTIVE,NETBANKING,,0,2026-03-26 06:56:42,NONE,ALREADY_SUCCESSFUL,False,0
SUB00452,CUST00703,250.35,monthly,2026-08-25,PAST_DUE,NETBANKING,TEMPORARY_DECLINE,4,2026-07-01 03:39:13,ESCALATE,NOT_RECOVERED,False,0
SUB00453,CUST00987,3608.43,annual,,CANCELLED,CARD,,0,2026-02-07 21:31:15,NONE,STOPPED,False,0
SUB00454,CUST00426,408.84,monthly,2026-09-03,ACTIVE,WALLET,,0,2025-03-18 22:22:17,NONE,ALREADY_SUCCESSFUL,False,0
SUB00455,CUST00777,4237.02,monthly,2026-07-30,PAST_DUE,UPI,EXPIRED_CARD,3,2025-02-26 12:00:16,ESCALATE,NOT_RECOVERED,False,0
SUB00456,CUST00023,3304.34,quarterly,2026-09-18,ACTIVE,UPI,,0,2026-02-26 17:49:18,NONE,ALREADY_SUCCESSFUL,False,0
SUB00457,CUST00345,3918.65,monthly,2026-09-20,ACTIVE,CARD,,0,2024-09-22 16:49:47,NONE,ALREADY_SUCCESSFUL,False,0
SUB00458,CUST00343,4597.93,quarterly,2026-09-19,ACTIVE,NETBANKING,,0,2024-12-06 08:40:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00459,CUST00448,896.81,monthly,,PAUSED,CARD,,0,2025-09-09 17:56:57,NONE,PAUSED,False,0
SUB00460,CUST00899,583.59,quarterly,2026-08-22,PAST_DUE,UPI,EXPIRED_CARD,4,2024-12-02 09:55:52,ESCALATE,NOT_RECOVERED,False,0
SUB00461,CUST00546,1311.23,monthly,2026-09-16,ACTIVE,WALLET,,0,2025-01-19 13:22:16,NONE,ALREADY_SUCCESSFUL,False,0
SUB00462,CUST00989,4229.03,quarterly,2026-09-04,ACTIVE,UPI,,0,2025-05-05 16:34:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00463,CUST00819,4376.24,monthly,2026-08-13,PAST_DUE,UPI,INSUFFICIENT_FUNDS,3,2024-08-29 11:53:51,ESCALATE,NOT_RECOVERED,False,0
SUB00464,CUST00270,1881.32,monthly,,CANCELLED,UPI,,0,2025-05-23 18:54:35,NONE,STOPPED,False,0
SUB00465,CUST00678,1872.76,monthly,2026-08-15,PAST_DUE,WALLET,PAYMENT_METHOD_REMOVED,2,2025-09-15 14:20:36,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00466,CUST00119,4601.29,monthly,2026-08-23,PAST_DUE,UPI,INSUFFICIENT_FUNDS,4,2026-07-04 14:06:09,ESCALATE,NOT_RECOVERED,False,0
SUB00467,CUST00677,2630.13,monthly,2026-08-20,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,1,2025-03-27 01:21:37,SEND_PAYMENT_LINK,RECOVERED,True,2630.13
SUB00468,CUST00172,604.2,monthly,2026-09-13,ACTIVE,UPI,,0,2025-11-25 02:39:12,NONE,ALREADY_SUCCESSFUL,False,0
SUB00469,CUST00100,2650.57,monthly,2026-09-25,ACTIVE,NETBANKING,,0,2025-05-15 04:20:54,NONE,ALREADY_SUCCESSFUL,False,0
SUB00470,CUST00634,4781.78,annual,,CANCELLED,NETBANKING,,0,2025-04-18 17:44:48,NONE,STOPPED,False,0
SUB00471,CUST00094,4532.12,quarterly,2026-09-24,ACTIVE,NETBANKING,,0,2026-01-20 23:10:35,NONE,ALREADY_SUCCESSFUL,False,0
SUB00472,CUST00785,2792.08,quarterly,2026-07-20,PAST_DUE,UPI,EXPIRED_CARD,1,2025-09-03 19:48:43,SEND_PAYMENT_LINK,RECOVERED,True,2792.08
SUB00473,CUST00812,3672.31,monthly,2026-09-20,ACTIVE,CARD,,0,2025-06-27 05:31:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00474,CUST00011,3288.29,monthly,2026-07-24,PAST_DUE,UPI,EXPIRED_CARD,0,2025-05-03 05:01:45,SEND_PAYMENT_LINK,RECOVERED,True,3288.29
SUB00475,CUST00539,3520.88,quarterly,,CANCELLED,UPI,,0,2026-03-09 14:48:25,NONE,STOPPED,False,0
SUB00476,CUST00258,4990.33,monthly,,PAUSED,UPI,,0,2026-05-21 03:39:55,NONE,PAUSED,False,0
SUB00477,CUST00165,1053.42,monthly,,CANCELLED,UPI,,0,2026-04-15 22:36:15,NONE,STOPPED,False,0
SUB00478,CUST00652,1906.96,quarterly,,CANCELLED,CARD,,0,2026-05-19 03:37:51,NONE,STOPPED,False,0
SUB00479,CUST00574,2328.07,monthly,2026-08-27,ACTIVE,CARD,,0,2024-11-20 05:00:49,NONE,ALREADY_SUCCESSFUL,False,0
SUB00480,CUST00303,4556.11,monthly,2026-07-13,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,3,2025-01-08 08:36:07,ESCALATE,RECOVERED,True,4556.11
SUB00481,CUST00810,4138.57,monthly,2026-09-10,ACTIVE,NETBANKING,,0,2024-08-29 18:19:20,NONE,ALREADY_SUCCESSFUL,False,0
SUB00482,CUST00332,4432.8,annual,2026-08-14,PAST_DUE,UPI,INSUFFICIENT_FUNDS,4,2025-09-22 04:37:11,ESCALATE,NOT_RECOVERED,False,0
SUB00483,CUST00187,3320.18,quarterly,2026-09-05,ACTIVE,UPI,,0,2024-09-21 02:27:25,NONE,ALREADY_SUCCESSFUL,False,0
SUB00484,CUST00625,1080.17,quarterly,2026-08-09,PAST_DUE,UPI,PAYMENT_METHOD_REMOVED,1,2026-07-20 20:51:43,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00485,CUST00397,1020.56,monthly,2026-09-12,ACTIVE,UPI,,0,2024-10-16 18:06:13,NONE,ALREADY_SUCCESSFUL,False,0
SUB00486,CUST00959,3116.09,monthly,2026-08-13,PAST_DUE,WALLET,EXPIRED_CARD,3,2025-12-06 01:56:27,ESCALATE,NOT_RECOVERED,False,0
SUB00487,CUST00610,4429.19,monthly,2026-08-25,PAST_DUE,NETBANKING,EXPIRED_CARD,3,2025-11-09 23:52:26,ESCALATE,NOT_RECOVERED,False,0
SUB00488,CUST00690,4890.63,annual,2026-09-11,ACTIVE,NETBANKING,,0,2025-02-15 11:56:38,NONE,ALREADY_SUCCESSFUL,False,0
SUB00489,CUST00040,4686.49,monthly,2026-09-20,ACTIVE,CARD,,0,2024-12-13 16:24:08,NONE,ALREADY_SUCCESSFUL,False,0
SUB00490,CUST00709,1169.66,monthly,2026-09-15,ACTIVE,WALLET,,0,2025-08-09 23:47:43,NONE,ALREADY_SUCCESSFUL,False,0
SUB00491,CUST00247,3216.75,monthly,2026-09-07,ACTIVE,UPI,,0,2025-10-12 21:15:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00492,CUST00791,3031.85,quarterly,2026-09-22,ACTIVE,UPI,,0,2026-02-05 23:26:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00493,CUST00815,1795.73,monthly,2026-08-10,PAST_DUE,WALLET,TEMPORARY_DECLINE,1,2024-09-18 20:56:12,RETRY_PAYMENT,RECOVERED,True,1795.73
SUB00494,CUST00439,3851.08,annual,2026-09-15,ACTIVE,WALLET,,0,2025-04-29 18:16:15,NONE,ALREADY_SUCCESSFUL,False,0
SUB00495,CUST00480,4677.83,monthly,2026-09-17,ACTIVE,NETBANKING,,0,2025-03-04 07:27:58,NONE,ALREADY_SUCCESSFUL,False,0
SUB00496,CUST00766,4526.11,quarterly,2026-09-25,ACTIVE,WALLET,,0,2024-11-04 04:55:30,NONE,ALREADY_SUCCESSFUL,False,0
SUB00497,CUST00241,3623.57,quarterly,2026-08-25,PAST_DUE,UPI,INSUFFICIENT_FUNDS,3,2025-10-10 21:08:55,ESCALATE,NOT_RECOVERED,False,0
SUB00498,CUST00536,2829.38,quarterly,2026-08-20,PAST_DUE,WALLET,TEMPORARY_DECLINE,1,2025-08-08 18:47:00,RETRY_PAYMENT,RECOVERED,True,2829.38
SUB00499,CUST00172,4486.33,monthly,2026-09-12,ACTIVE,NETBANKING,,0,2024-09-30 21:27:50,NONE,ALREADY_SUCCESSFUL,False,0
SUB00500,CUST00393,2632.48,monthly,2026-09-16,ACTIVE,NETBANKING,,0,2025-10-28 03:28:53,NONE,ALREADY_SUCCESSFUL,False,0
SUB00501,CUST00882,1841.09,monthly,2026-09-03,ACTIVE,UPI,,0,2025-02-23 18:18:02,NONE,ALREADY_SUCCESSFUL,False,0
SUB00502,CUST00038,4045.29,monthly,2026-09-05,ACTIVE,UPI,,0,2025-06-13 06:18:41,NONE,ALREADY_SUCCESSFUL,False,0
SUB00503,CUST00257,3735.52,monthly,2026-07-25,PAST_DUE,WALLET,INSUFFICIENT_FUNDS,3,2024-12-17 01:25:27,ESCALATE,NOT_RECOVERED,False,0
SUB00504,CUST00103,543.19,monthly,2026-09-09,ACTIVE,UPI,,0,2026-02-28 03:27:38,NONE,ALREADY_SUCCESSFUL,False,0
SUB00505,CUST00492,296.45,annual,2026-07-26,PAST_DUE,WALLET,INSUFFICIENT_FUNDS,3,2026-07-14 00:25:29,ESCALATE,NOT_RECOVERED,False,0
SUB00506,CUST00849,924.92,monthly,2026-08-23,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,0,2025-08-29 09:01:22,SEND_PAYMENT_LINK,RECOVERED,True,924.92
SUB00507,CUST00326,4557.28,quarterly,,PAUSED,CARD,,0,2024-10-12 23:18:16,NONE,PAUSED,False,0
SUB00508,CUST00179,758.76,monthly,2026-09-07,ACTIVE,WALLET,,0,2025-08-01 03:58:58,NONE,ALREADY_SUCCESSFUL,False,0
SUB00509,CUST00207,4100.19,monthly,2026-08-31,ACTIVE,CARD,,0,2024-11-23 05:07:10,NONE,ALREADY_SUCCESSFUL,False,0
SUB00510,CUST00494,3678.29,monthly,2026-09-17,ACTIVE,CARD,,0,2024-09-16 04:09:04,NONE,ALREADY_SUCCESSFUL,False,0
SUB00511,CUST00008,1028.8,monthly,2026-09-14,ACTIVE,WALLET,,0,2026-01-04 14:49:21,NONE,ALREADY_SUCCESSFUL,False,0
