id,customer_id,amount,currency,payment_method,gateway,bank,region,status,failure_reason,attempt_number,created_at,updated_at,expected_recovery_action,expected_outcome,recoverable,expected_amount_recovered
TXN004036,CUST00553,29998.47,INR,WALLET,Gateway B,Bank C,South,FAILED,EXPIRED_CARD,2,2026-06-13 10:19:16,2026-06-13 10:29:16,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN004037,CUST00977,49079.01,INR,WALLET,Gateway C,Bank C,North,SUCCESS,,1,2025-09-07 11:35:48,2025-09-07 13:58:48,NONE,ALREADY_SUCCESSFUL,False,0
TXN004038,CUST00413,48799.08,INR,UPI,Gateway A,Bank E,West,FAILED,REPEATED_FAILURE,3,2026-04-20 12:57:34,2026-04-20 15:46:34,ESCALATE,NOT_RECOVERED,False,0
TXN004039,CUST00778,16910.08,INR,CARD,Gateway A,Bank E,North,SUCCESS,,1,2025-09-13 09:22:10,2025-09-13 10:55:10,NONE,ALREADY_SUCCESSFUL,False,0
TXN004040,CUST00702,7278.17,INR,UPI,Gateway A,Bank E,East,ABANDONED,ABANDONED_CHECKOUT,1,2026-05-21 05:33:23,2026-05-21 05:46:23,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN004041,CUST00676,3721.7,INR,NETBANKING,Gateway A,Bank E,North,SUCCESS,,1,2025-09-15 20:57:27,2025-09-15 23:20:27,NONE,ALREADY_SUCCESSFUL,False,0
TXN004042,CUST00368,31624.38,INR,NETBANKING,Gateway C,Bank E,East,SUCCESS,,1,2026-07-12 18:37:29,2026-07-12 19:50:29,NONE,ALREADY_SUCCESSFUL,False,0
TXN004043,CUST00370,2334.22,INR,UPI,Gateway C,Bank C,West,SUCCESS,,1,2025-12-21 11:13:14,2025-12-21 11:35:14,NONE,ALREADY_SUCCESSFUL,False,0
TXN004044,CUST00207,24209.35,INR,CARD,Gateway A,Bank D,East,SUCCESS,,1,2025-10-20 17:17:46,2025-10-20 18:38:46,NONE,ALREADY_SUCCESSFUL,False,0
TXN004045,CUST00848,21332.31,INR,NETBANKING,Gateway A,Bank D,South,SUCCESS,,1,2026-01-03 23:48:25,2026-01-04 01:02:25,NONE,ALREADY_SUCCESSFUL,False,0
TXN004046,CUST00300,49550.21,INR,WALLET,Gateway D,Bank E,West,FAILED,TEMPORARY_DECLINE,2,2026-03-04 21:28:17,2026-03-04 22:06:17,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004047,CUST00546,47439.87,INR,WALLET,Gateway A,Bank D,South,FAILED,AMBIGUOUS,1,2025-11-14 18:02:24,2025-11-14 19:31:24,ESCALATE,RECOVERED,True,47439.87
TXN004048,CUST00349,6700.1,INR,CARD,Gateway B,Bank C,South,SUCCESS,,1,2025-10-11 11:44:10,2025-10-11 13:02:10,NONE,ALREADY_SUCCESSFUL,False,0
TXN004049,CUST00913,20221.06,INR,CARD,Gateway B,Bank E,East,FAILED,REPEATED_FAILURE,3,2025-10-28 22:00:10,2025-10-29 00:27:10,ESCALATE,NOT_RECOVERED,False,0
TXN004050,CUST00616,28847.31,INR,CARD,Gateway A,Bank D,East,SUCCESS,,1,2025-11-19 07:14:47,2025-11-19 08:23:47,NONE,ALREADY_SUCCESSFUL,False,0
TXN004051,CUST00974,7461.01,INR,UPI,Gateway A,Bank A,West,SUCCESS,,1,2026-01-29 05:18:36,2026-01-29 07:40:36,NONE,ALREADY_SUCCESSFUL,False,0
TXN004052,CUST00239,35481.85,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,1,2026-04-05 13:49:56,2026-04-05 16:44:56,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN004053,CUST00998,40042.53,INR,CARD,Gateway A,Bank D,North,SUCCESS,,1,2026-01-13 09:08:10,2026-01-13 09:31:10,NONE,ALREADY_SUCCESSFUL,False,0
TXN004054,CUST00046,41088.93,INR,UPI,Gateway D,Bank A,South,SUCCESS,,1,2025-10-22 13:11:09,2025-10-22 14:58:09,NONE,ALREADY_SUCCESSFUL,False,0
TXN004055,CUST00387,18243.73,INR,WALLET,Gateway D,Bank B,South,FAILED,TEMPORARY_DECLINE,1,2026-08-19 22:10:32,2026-08-19 22:35:32,RETRY_PAYMENT,RECOVERED,True,18243.73
TXN004056,CUST00056,15221.47,INR,NETBANKING,Gateway C,Bank D,East,FAILED,EXPIRED_CARD,1,2026-07-04 04:00:31,2026-07-04 06:39:31,SEND_PAYMENT_LINK,RECOVERED,True,15221.47
TXN004057,CUST00801,17219.95,INR,NETBANKING,Gateway D,Bank B,South,SUCCESS,,1,2025-12-13 11:24:41,2025-12-13 12:20:41,NONE,ALREADY_SUCCESSFUL,False,0
TXN004058,CUST00571,14222.74,INR,WALLET,Gateway C,Bank B,South,SUCCESS,,1,2026-04-16 11:36:12,2026-04-16 11:48:12,NONE,ALREADY_SUCCESSFUL,False,0
TXN004059,CUST00247,32856.72,INR,CARD,Gateway D,Bank C,West,SUCCESS,,1,2025-12-23 20:06:25,2025-12-23 22:36:25,NONE,ALREADY_SUCCESSFUL,False,0
TXN004060,CUST00623,17043.98,INR,NETBANKING,Gateway A,Bank B,North,FAILED,AMBIGUOUS,1,2026-05-04 11:06:28,2026-05-04 12:56:28,ESCALATE,NOT_RECOVERED,False,0
TXN004061,CUST00544,11150.65,INR,WALLET,Gateway C,Bank A,West,SUCCESS,,1,2025-10-13 19:38:55,2025-10-13 22:21:55,NONE,ALREADY_SUCCESSFUL,False,0
TXN004062,CUST00349,41439.89,INR,UPI,Gateway A,Bank C,South,ABANDONED,ABANDONED_CHECKOUT,2,2026-04-10 18:15:14,2026-04-10 18:34:14,SEND_PAYMENT_LINK,RECOVERED,True,41439.89
TXN004063,CUST00472,6096.15,INR,CARD,Gateway D,Bank C,West,FAILED,TEMPORARY_DECLINE,1,2026-05-25 03:30:28,2026-05-25 05:14:28,RETRY_PAYMENT,RECOVERED,True,6096.15
TXN004064,CUST00487,32426.97,INR,CARD,Gateway B,Bank B,East,SUCCESS,,1,2026-04-07 11:33:48,2026-04-07 12:39:48,NONE,ALREADY_SUCCESSFUL,False,0
TXN004065,CUST00864,17675.08,INR,CARD,Gateway A,Bank C,East,SUCCESS,,1,2026-08-10 15:35:41,2026-08-10 17:02:41,NONE,ALREADY_SUCCESSFUL,False,0
TXN004066,CUST00597,18235.48,INR,NETBANKING,Gateway D,Bank B,South,SUCCESS,,1,2025-10-05 22:25:36,2025-10-05 23:06:36,NONE,ALREADY_SUCCESSFUL,False,0
TXN004067,CUST00373,16223.16,INR,CARD,Gateway A,Bank B,North,FAILED,EXPIRED_CARD,1,2026-01-17 01:28:17,2026-01-17 02:50:17,SEND_PAYMENT_LINK,RECOVERED,True,16223.16
TXN004068,CUST00765,1582.97,INR,WALLET,Gateway D,Bank C,North,FAILED,REPEATED_FAILURE,6,2026-06-23 14:02:37,2026-06-23 14:55:37,ESCALATE,RECOVERED,True,1582.97
TXN004069,CUST00991,6610.49,INR,CARD,Gateway B,Bank E,South,ABANDONED,ABANDONED_CHECKOUT,1,2026-01-17 18:06:06,2026-01-17 21:05:06,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN004070,CUST00759,44031.83,INR,UPI,Gateway B,Bank E,East,SUCCESS,,1,2025-12-11 19:03:26,2025-12-11 21:47:26,NONE,ALREADY_SUCCESSFUL,False,0
TXN004071,CUST00503,25297.98,INR,WALLET,Gateway D,Bank D,East,SUCCESS,,1,2025-09-28 19:34:05,2025-09-28 20:29:05,NONE,ALREADY_SUCCESSFUL,False,0
TXN004072,CUST00929,28446.9,INR,NETBANKING,Gateway B,Bank A,North,SUCCESS,,1,2026-08-07 06:34:04,2026-08-07 09:03:04,NONE,ALREADY_SUCCESSFUL,False,0
TXN004073,CUST00212,18677.73,INR,CARD,Gateway B,Bank D,West,SUCCESS,,1,2025-11-15 00:28:47,2025-11-15 01:00:47,NONE,ALREADY_SUCCESSFUL,False,0
TXN004074,CUST00111,8429.72,INR,WALLET,Gateway C,Bank A,East,FAILED,TEMPORARY_DECLINE,1,2025-12-29 11:19:44,2025-12-29 11:26:44,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004075,CUST00714,11979.32,INR,CARD,Gateway D,Bank B,North,SUCCESS,,1,2025-12-15 19:43:27,2025-12-15 19:43:27,NONE,ALREADY_SUCCESSFUL,False,0
TXN004076,CUST00722,13014.84,INR,NETBANKING,Gateway A,Bank A,North,SUCCESS,,1,2026-01-06 11:12:19,2026-01-06 11:40:19,NONE,ALREADY_SUCCESSFUL,False,0
TXN004077,CUST00101,23528.9,INR,UPI,Gateway D,Bank E,North,SUCCESS,,1,2026-05-10 05:02:02,2026-05-10 07:40:02,NONE,ALREADY_SUCCESSFUL,False,0
TXN004078,CUST00713,29326.81,INR,NETBANKING,Gateway C,Bank E,North,FAILED,TEMPORARY_DECLINE,1,2026-07-19 16:25:14,2026-07-19 18:23:14,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004079,CUST00201,7998.74,INR,UPI,Gateway D,Bank C,West,SUCCESS,,1,2025-09-08 18:10:41,2025-09-08 19:58:41,NONE,ALREADY_SUCCESSFUL,False,0
TXN004080,CUST00607,40178.29,INR,CARD,Gateway A,Bank A,South,SUCCESS,,1,2026-01-01 21:24:02,2026-01-01 22:14:02,NONE,ALREADY_SUCCESSFUL,False,0
TXN004081,CUST00167,31878.87,INR,UPI,Gateway C,Bank D,North,SUCCESS,,1,2026-05-26 01:38:41,2026-05-26 03:59:41,NONE,ALREADY_SUCCESSFUL,False,0
TXN004082,CUST00288,14732.06,INR,WALLET,Gateway C,Bank E,South,SUCCESS,,1,2025-12-12 06:25:15,2025-12-12 07:05:15,NONE,ALREADY_SUCCESSFUL,False,0
TXN004083,CUST00864,40737.62,INR,CARD,Gateway C,Bank A,West,SUCCESS,,1,2026-06-20 16:40:23,2026-06-20 17:03:23,NONE,ALREADY_SUCCESSFUL,False,0
TXN004084,CUST00944,1393.37,INR,CARD,Gateway A,Bank D,North,ABANDONED,ABANDONED_CHECKOUT,1,2025-09-28 00:26:28,2025-09-28 00:31:28,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN004085,CUST00671,35484.28,INR,WALLET,Gateway B,Bank D,East,SUCCESS,,1,2026-05-12 07:25:37,2026-05-12 09:44:37,NONE,ALREADY_SUCCESSFUL,False,0
TXN004086,CUST00188,29538.54,INR,CARD,Gateway B,Bank D,South,SUCCESS,,1,2026-04-04 00:27:29,2026-04-04 01:31:29,NONE,ALREADY_SUCCESSFUL,False,0
TXN004087,CUST00853,21443.56,INR,WALLET,Gateway B,Bank B,West,ABANDONED,ABANDONED_CHECKOUT,1,2025-09-17 17:35:51,2025-09-17 18:28:51,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN004088,CUST00438,45176.27,INR,WALLET,Gateway D,Bank B,North,SUCCESS,,1,2026-03-05 01:19:28,2026-03-05 03:52:28,NONE,ALREADY_SUCCESSFUL,False,0
TXN004089,CUST00900,20444.9,INR,CARD,Gateway B,Bank A,North,SUCCESS,,1,2025-10-08 17:09:54,2025-10-08 17:36:54,NONE,ALREADY_SUCCESSFUL,False,0
TXN004090,CUST00085,31470.02,INR,NETBANKING,Gateway C,Bank E,South,FAILED,TEMPORARY_DECLINE,2,2026-04-17 07:59:23,2026-04-17 10:20:23,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004091,CUST00988,5504.16,INR,CARD,Gateway D,Bank D,North,SUCCESS,,1,2026-05-21 14:49:05,2026-05-21 16:50:05,NONE,ALREADY_SUCCESSFUL,False,0
TXN004092,CUST00113,45500.62,INR,WALLET,Gateway B,Bank C,West,SUCCESS,,1,2025-12-24 22:32:33,2025-12-24 22:52:33,NONE,ALREADY_SUCCESSFUL,False,0
TXN004093,CUST00129,3526.21,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,2,2025-10-25 05:18:47,2025-10-25 06:51:47,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN004094,CUST00979,25427.25,INR,UPI,Gateway D,Bank D,West,FAILED,TEMPORARY_DECLINE,1,2026-03-03 13:50:13,2026-03-03 16:34:13,RETRY_PAYMENT,RECOVERED,True,25427.25
TXN004095,CUST00670,7455.08,INR,NETBANKING,Gateway C,Bank D,South,FAILED,REPEATED_FAILURE,5,2026-06-01 18:22:42,2026-06-01 19:57:42,ESCALATE,NOT_RECOVERED,False,0
TXN004096,CUST00755,12468.36,INR,NETBANKING,Gateway A,Bank A,South,SUCCESS,,1,2026-03-08 15:09:15,2026-03-08 17:23:15,NONE,ALREADY_SUCCESSFUL,False,0
TXN004097,CUST00778,6012.37,INR,UPI,Gateway C,Bank E,South,SUCCESS,,1,2026-07-01 05:05:19,2026-07-01 06:02:19,NONE,ALREADY_SUCCESSFUL,False,0
TXN004098,CUST00909,14236.36,INR,UPI,Gateway A,Bank A,South,SUCCESS,,1,2026-04-11 09:52:18,2026-04-11 11:10:18,NONE,ALREADY_SUCCESSFUL,False,0
TXN004099,CUST00942,35655.22,INR,NETBANKING,Gateway B,Bank B,East,SUCCESS,,1,2025-09-20 10:56:01,2025-09-20 13:49:01,NONE,ALREADY_SUCCESSFUL,False,0
TXN004100,CUST00033,26214.43,INR,UPI,Gateway D,Bank E,East,SUCCESS,,1,2025-11-23 09:37:57,2025-11-23 09:40:57,NONE,ALREADY_SUCCESSFUL,False,0
TXN004101,CUST00340,26545.25,INR,CARD,Gateway B,Bank A,South,FAILED,INSUFFICIENT_FUNDS,1,2026-05-17 04:41:44,2026-05-17 05:15:44,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004102,CUST00166,1158.9,INR,WALLET,Gateway C,Bank E,South,FAILED,TEMPORARY_DECLINE,1,2026-02-28 19:14:31,2026-02-28 20:52:31,RETRY_PAYMENT,RECOVERED,True,1158.9
TXN004103,CUST00281,42576.19,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,1,2026-08-22 13:37:01,2026-08-22 14:10:01,ALTERNATE_METHOD,RECOVERED,True,42576.19
TXN004104,CUST00840,12395.76,INR,UPI,Gateway C,Bank C,West,FAILED,EXPIRED_CARD,2,2026-06-12 07:13:40,2026-06-12 09:50:40,SEND_PAYMENT_LINK,RECOVERED,True,12395.76
TXN004105,CUST00809,43439.53,INR,UPI,Gateway D,Bank E,East,FAILED,AMBIGUOUS,1,2026-07-01 02:52:34,2026-07-01 03:45:34,ESCALATE,RECOVERED,True,43439.53
TXN004106,CUST00260,23180.64,INR,CARD,Gateway A,Bank B,North,SUCCESS,,1,2026-08-16 21:47:08,2026-08-16 22:51:08,NONE,ALREADY_SUCCESSFUL,False,0
TXN004107,CUST00912,43319.98,INR,WALLET,Gateway B,Bank E,South,FAILED,AMBIGUOUS,2,2026-08-17 20:22:10,2026-08-17 21:36:10,ESCALATE,RECOVERED,True,43319.98
TXN004108,CUST00056,31414.77,INR,NETBANKING,Gateway A,Bank A,North,FAILED,REPEATED_FAILURE,5,2026-06-17 15:32:52,2026-06-17 17:21:52,ESCALATE,NOT_RECOVERED,False,0
TXN004109,CUST00431,14920.4,INR,NETBANKING,Gateway D,Bank B,East,SUCCESS,,1,2026-03-14 12:16:58,2026-03-14 13:57:58,NONE,ALREADY_SUCCESSFUL,False,0
TXN004110,CUST00053,41721.16,INR,UPI,Gateway B,Bank C,North,SUCCESS,,1,2025-10-24 16:56:41,2025-10-24 19:36:41,NONE,ALREADY_SUCCESSFUL,False,0
TXN004111,CUST00643,5630.51,INR,CARD,Gateway A,Bank E,East,SUCCESS,,1,2025-12-08 10:29:02,2025-12-08 13:28:02,NONE,ALREADY_SUCCESSFUL,False,0
TXN004112,CUST00867,13012.17,INR,UPI,Gateway B,Bank A,West,SUCCESS,,1,2026-03-25 13:27:58,2026-03-25 14:53:58,NONE,ALREADY_SUCCESSFUL,False,0
TXN004113,CUST00125,48401.52,INR,UPI,Gateway B,Bank C,North,FAILED,INSUFFICIENT_FUNDS,1,2025-09-19 00:28:01,2025-09-19 02:04:01,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004114,CUST00392,33672.14,INR,NETBANKING,Gateway B,Bank B,West,SUCCESS,,1,2025-10-18 09:11:30,2025-10-18 11:16:30,NONE,ALREADY_SUCCESSFUL,False,0
TXN004115,CUST00992,16682.04,INR,CARD,Gateway A,Bank C,North,SUCCESS,,1,2026-01-25 22:00:18,2026-01-25 23:44:18,NONE,ALREADY_SUCCESSFUL,False,0
TXN004116,CUST00045,14355.6,INR,NETBANKING,Gateway C,Bank B,South,FAILED,EXPIRED_CARD,2,2026-06-27 16:14:49,2026-06-27 18:56:49,SEND_PAYMENT_LINK,RECOVERED,True,14355.6
TXN004117,CUST00699,27926.4,INR,NETBANKING,Gateway D,Bank C,North,ABANDONED,ABANDONED_CHECKOUT,1,2025-10-22 10:50:25,2025-10-22 11:12:25,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN004118,CUST00712,1620.11,INR,WALLET,Gateway B,Bank B,East,SUCCESS,,1,2026-01-22 17:15:29,2026-01-22 17:17:29,NONE,ALREADY_SUCCESSFUL,False,0
TXN004119,CUST00714,49742.99,INR,UPI,Gateway C,Bank C,East,FAILED,EXPIRED_CARD,1,2025-10-18 23:23:13,2025-10-19 01:32:13,SEND_PAYMENT_LINK,RECOVERED,True,49742.99
TXN004120,CUST00515,46865.37,INR,WALLET,Gateway B,Bank B,West,FAILED,REPEATED_FAILURE,5,2026-04-12 16:12:03,2026-04-12 17:26:03,ESCALATE,NOT_RECOVERED,False,0
TXN004121,CUST00687,4814.24,INR,UPI,Gateway B,Bank C,South,SUCCESS,,1,2026-02-17 23:54:21,2026-02-18 00:21:21,NONE,ALREADY_SUCCESSFUL,False,0
TXN004122,CUST00959,10648.31,INR,WALLET,Gateway C,Bank C,North,SUCCESS,,1,2026-01-11 15:53:47,2026-01-11 16:25:47,NONE,ALREADY_SUCCESSFUL,False,0
TXN004123,CUST00235,23083.37,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,1,2025-12-24 09:32:33,2025-12-24 10:00:33,ALTERNATE_METHOD,RECOVERED,True,23083.37
TXN004124,CUST00580,11631.77,INR,NETBANKING,Gateway B,Bank C,East,SUCCESS,,1,2026-02-08 08:28:37,2026-02-08 10:20:37,NONE,ALREADY_SUCCESSFUL,False,0
TXN004125,CUST00918,25162.13,INR,NETBANKING,Gateway C,Bank D,East,SUCCESS,,1,2025-10-08 09:49:44,2025-10-08 10:45:44,NONE,ALREADY_SUCCESSFUL,False,0
TXN004126,CUST00822,41009.1,INR,NETBANKING,Gateway A,Bank B,South,SUCCESS,,1,2025-11-29 09:46:22,2025-11-29 12:43:22,NONE,ALREADY_SUCCESSFUL,False,0
TXN004127,CUST00060,38537.5,INR,WALLET,Gateway A,Bank D,East,SUCCESS,,1,2026-05-18 16:19:19,2026-05-18 18:03:19,NONE,ALREADY_SUCCESSFUL,False,0
TXN004128,CUST00226,5565.95,INR,NETBANKING,Gateway D,Bank A,West,FAILED,REPEATED_FAILURE,4,2025-11-23 02:35:09,2025-11-23 04:40:09,ESCALATE,NOT_RECOVERED,False,0
TXN004129,CUST00934,48007.23,INR,NETBANKING,Gateway D,Bank D,North,SUCCESS,,1,2026-02-05 05:54:56,2026-02-05 06:20:56,NONE,ALREADY_SUCCESSFUL,False,0
TXN004130,CUST00302,22133.04,INR,UPI,Gateway A,Bank C,South,SUCCESS,,1,2025-08-28 14:19:48,2025-08-28 15:19:48,NONE,ALREADY_SUCCESSFUL,False,0
TXN004131,CUST00361,35185.39,INR,CARD,Gateway D,Bank B,South,SUCCESS,,1,2026-08-11 01:05:11,2026-08-11 03:22:11,NONE,ALREADY_SUCCESSFUL,False,0
TXN004132,CUST00493,48044.41,INR,UPI,Gateway C,Bank C,South,SUCCESS,,1,2025-09-26 15:13:38,2025-09-26 17:11:38,NONE,ALREADY_SUCCESSFUL,False,0
TXN004133,CUST00676,12429.19,INR,NETBANKING,Gateway C,Bank C,West,FAILED,TEMPORARY_DECLINE,1,2026-04-02 08:08:15,2026-04-02 09:22:15,RETRY_PAYMENT,RECOVERED,True,12429.19
TXN004134,CUST00982,30706.21,INR,CARD,Gateway C,Bank D,West,FAILED,TEMPORARY_DECLINE,2,2026-02-24 01:35:38,2026-02-24 02:15:38,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004135,CUST00547,3580.85,INR,WALLET,Gateway D,Bank A,East,SUCCESS,,1,2026-05-12 11:32:45,2026-05-12 13:08:45,NONE,ALREADY_SUCCESSFUL,False,0
TXN004136,CUST00596,3770.51,INR,UPI,Gateway C,Bank A,East,SUCCESS,,1,2026-07-21 11:20:28,2026-07-21 11:44:28,NONE,ALREADY_SUCCESSFUL,False,0
TXN004137,CUST00078,23960.77,INR,NETBANKING,Gateway B,Bank D,South,FAILED,TEMPORARY_DECLINE,1,2026-07-12 20:32:16,2026-07-12 23:25:16,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004138,CUST00817,8262.54,INR,UPI,Gateway B,Bank E,East,SUCCESS,,1,2026-04-17 10:22:07,2026-04-17 12:30:07,NONE,ALREADY_SUCCESSFUL,False,0
TXN004139,CUST00556,15173.16,INR,UPI,Gateway B,Bank B,North,SUCCESS,,1,2026-08-12 17:22:13,2026-08-12 18:45:13,NONE,ALREADY_SUCCESSFUL,False,0
TXN004140,CUST00910,39660.98,INR,WALLET,Gateway D,Bank D,East,SUCCESS,,1,2026-06-01 13:34:25,2026-06-01 15:38:25,NONE,ALREADY_SUCCESSFUL,False,0
TXN004141,CUST00007,30596.45,INR,UPI,Gateway C,Bank C,East,FAILED,REPEATED_FAILURE,3,2025-09-06 18:43:13,2025-09-06 21:21:13,ESCALATE,NOT_RECOVERED,False,0
TXN004142,CUST00530,27628.2,INR,NETBANKING,Gateway D,Bank A,East,FAILED,REPEATED_FAILURE,5,2025-10-30 20:58:53,2025-10-30 21:39:53,ESCALATE,NOT_RECOVERED,False,0
TXN004143,CUST00118,7383.68,INR,UPI,Gateway D,Bank A,West,SUCCESS,,1,2026-06-03 07:57:24,2026-06-03 09:44:24,NONE,ALREADY_SUCCESSFUL,False,0
TXN004144,CUST00543,18640.49,INR,UPI,Gateway B,Bank C,North,FAILED,TEMPORARY_DECLINE,2,2025-12-21 03:23:39,2025-12-21 04:23:39,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004145,CUST00707,1576.05,INR,CARD,Gateway C,Bank B,South,SUCCESS,,1,2026-07-31 05:48:20,2026-07-31 08:30:20,NONE,ALREADY_SUCCESSFUL,False,0
TXN004146,CUST00507,10811.11,INR,UPI,Gateway A,Bank B,West,SUCCESS,,1,2025-12-18 20:05:46,2025-12-18 21:26:46,NONE,ALREADY_SUCCESSFUL,False,0
TXN004147,CUST00388,1126.51,INR,WALLET,Gateway B,Bank D,North,SUCCESS,,1,2026-02-27 18:04:54,2026-02-27 19:44:54,NONE,ALREADY_SUCCESSFUL,False,0
TXN004148,CUST00259,15664.13,INR,UPI,Gateway D,Bank D,East,SUCCESS,,1,2026-07-02 05:37:54,2026-07-02 06:05:54,NONE,ALREADY_SUCCESSFUL,False,0
TXN004149,CUST00379,39686.11,INR,WALLET,Gateway A,Bank E,East,SUCCESS,,1,2026-08-22 06:01:26,2026-08-22 08:32:26,NONE,ALREADY_SUCCESSFUL,False,0
TXN004150,CUST00511,44568.95,INR,UPI,Gateway B,Bank D,West,SUCCESS,,1,2025-11-26 04:00:45,2025-11-26 05:12:45,NONE,ALREADY_SUCCESSFUL,False,0
TXN004151,CUST00493,22589.89,INR,UPI,Gateway A,Bank C,South,SUCCESS,,1,2025-10-02 23:25:42,2025-10-03 00:25:42,NONE,ALREADY_SUCCESSFUL,False,0
TXN004152,CUST00109,28298.74,INR,UPI,Gateway C,Bank A,East,SUCCESS,,1,2026-04-06 20:09:42,2026-04-06 22:11:42,NONE,ALREADY_SUCCESSFUL,False,0
TXN004153,CUST00197,32751.75,INR,CARD,Gateway B,Bank D,West,SUCCESS,,1,2026-05-20 07:49:06,2026-05-20 08:15:06,NONE,ALREADY_SUCCESSFUL,False,0
TXN004154,CUST00182,9076.41,INR,WALLET,Gateway D,Bank C,North,FAILED,REPEATED_FAILURE,6,2026-05-18 07:34:37,2026-05-18 09:08:37,ESCALATE,NOT_RECOVERED,False,0
TXN004155,CUST00431,11181.91,INR,WALLET,Gateway A,Bank D,West,FAILED,TEMPORARY_DECLINE,1,2026-07-26 06:08:16,2026-07-26 06:47:16,RETRY_PAYMENT,RECOVERED,True,11181.91
TXN004156,CUST00921,6776.99,INR,NETBANKING,Gateway C,Bank C,South,SUCCESS,,1,2025-10-25 03:34:16,2025-10-25 05:15:16,NONE,ALREADY_SUCCESSFUL,False,0
TXN004157,CUST00592,5301.1,INR,WALLET,Gateway B,Bank D,South,FAILED,TEMPORARY_DECLINE,2,2025-12-12 14:11:12,2025-12-12 14:44:12,RETRY_PAYMENT,RECOVERED,True,5301.1
TXN004158,CUST00079,32648.0,INR,UPI,Gateway A,Bank E,South,FAILED,TEMPORARY_DECLINE,1,2025-12-27 16:54:52,2025-12-27 19:00:52,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN004159,CUST00046,49200.19,INR,UPI,Gateway B,Bank A,West,SUCCESS,,1,2025-10-02 09:11:47,2025-10-02 11:43:47,NONE,ALREADY_SUCCESSFUL,False,0
TXN004160,CUST00920,39161.73,INR,UPI,Gateway D,Bank D,West,SUCCESS,,1,2026-05-14 15:13:14,2026-05-14 16:26:14,NONE,ALREADY_SUCCESSFUL,False,0
TXN004161,CUST00969,34940.15,INR,UPI,Gateway D,Bank D,South,SUCCESS,,1,2025-12-31 00:54:32,2025-12-31 02:23:32,NONE,ALREADY_SUCCESSFUL,False,0
TXN004162,CUST00083,13014.72,INR,WALLET,Gateway D,Bank B,South,FAILED,GATEWAY_FAILURE,2,2025-09-28 23:08:07,2025-09-29 00:49:07,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN004163,CUST00857,34065.92,INR,UPI,Gateway D,Bank B,South,FAILED,TEMPORARY_DECLINE,2,2026-01-20 08:15:36,2026-01-20 10:12:36,RETRY_PAYMENT,RECOVERED,True,34065.92
TXN004164,CUST00152,6477.02,INR,CARD,Gateway B,Bank C,South,SUCCESS,,1,2026-02-12 17:02:49,2026-02-12 19:07:49,NONE,ALREADY_SUCCESSFUL,False,0
TXN004165,CUST00035,15653.44,INR,WALLET,Gateway C,Bank B,South,SUCCESS,,1,2025-12-06 01:10:08,2025-12-06 02:54:08,NONE,ALREADY_SUCCESSFUL,False,0
TXN004166,CUST00472,43650.17,INR,NETBANKING,Gateway D,Bank A,South,SUCCESS,,1,2026-02-14 21:13:13,2026-02-14 21:55:13,NONE,ALREADY_SUCCESSFUL,False,0
TXN004167,CUST00696,25208.05,INR,UPI,Gateway C,Bank D,East,SUCCESS,,1,2026-01-25 04:23:12,2026-01-25 06:02:12,NONE,ALREADY_SUCCESSFUL,False,0
TXN004168,CUST00501,46979.63,INR,UPI,Gateway C,Bank C,South,SUCCESS,,1,2026-03-08 19:35:23,2026-03-08 20:35:23,NONE,ALREADY_SUCCESSFUL,False,0
TXN004169,CUST00796,46916.93,INR,CARD,Gateway C,Bank B,North,FAILED,TEMPORARY_DECLINE,1,2025-10-19 23:59:33,2025-10-20 01:43:33,RETRY_PAYMENT,RECOVERED,True,46916.93
TXN004170,CUST00319,9839.54,INR,WALLET,Gateway C,Bank D,North,ABANDONED,ABANDONED_CHECKOUT,1,2026-08-22 18:58:19,2026-08-22 20:01:19,SEND_PAYMENT_LINK,RECOVERED,True,9839.54
